time,I,nv,c1,c2,ar,V_tot,kind,net_type
25,64.16,700,325.375,325.375,492,487,mean,dynamic
25,11.48,700,44.153,44.153,76,71.886,std,dynamic
26,55.97,700,333.625,333.625,492,487,mean,dynamic
26,10.46,700,46.235,46.235,76,71.886,std,dynamic
27,47.97,700,326.469,326.469,492,487,mean,dynamic
27,9.29,700,44.043,44.043,76,71.886,std,dynamic
28,41.44,700,325.812,325.812,492,487,mean,dynamic
28,9.32,700,45.372,45.372,76,71.886,std,dynamic
29,36.16,700,329.938,329.938,492,487,mean,dynamic
29,9.04,700,50.928,50.928,76,71.886,std,dynamic
30,30.62,700,330.594,330.594,492,487,mean,dynamic
30,9.28,700,47.896,47.896,76,71.886,std,dynamic
31,26.38,700,328.438,328.438,492,487,mean,dynamic
31,7.89,700,49.71,49.71,76,71.886,std,dynamic
32,23.19,700,328.469,328.469,492,487,mean,dynamic
32,7.55,700,50.834,50.834,76,71.886,std,dynamic
33,20.0,700,332.688,332.688,492,487,mean,dynamic
33,7.19,700,50.268,50.268,76,71.886,std,dynamic
34,16.81,700,331.062,331.062,492,487,mean,dynamic
34,6.42,700,54.157,54.157,76,71.886,std,dynamic
35,14.44,700,333.25,333.25,492,487,mean,dynamic
35,6.07,700,54.077,54.077,76,71.886,std,dynamic
36,12.59,700,334.062,334.062,492,487,mean,dynamic
36,5.84,700,53.719,53.719,76,71.886,std,dynamic
37,10.88,700,329.781,329.781,492,487,mean,dynamic
37,5.48,700,53.924,53.924,76,71.886,std,dynamic
38,9.5,700,331.375,331.375,492,487,mean,dynamic
38,5.35,700,52.022,52.022,76,71.886,std,dynamic
39,8.34,700,329.344,329.344,492,487,mean,dynamic
39,4.89,700,58.736,58.736,76,71.886,std,dynamic
40,6.97,700,328.5,328.5,492,487,mean,dynamic
40,4.1,700,56.372,56.372,76,71.886,std,dynamic
41,6.03,700,333.719,333.719,492,487,mean,dynamic
41,3.98,700,57.249,57.249,76,71.886,std,dynamic
42,5.31,700,331.906,331.906,492,487,mean,dynamic
42,3.64,700,54.659,54.659,76,71.886,std,dynamic
43,4.47,700,333.156,333.156,492,487,mean,dynamic
43,2.87,700,58.616,58.616,76,71.886,std,dynamic
0,5.0,800,0.0,0.0,557,420,mean,static
0,0.0,800,0.0,0.0,58,58.064,std,static
1,9.16,800,345.906,345.906,557,420,mean,static
1,2.25,800,17.252,17.252,58,58.064,std,static
2,20.53,800,469.75,469.75,557,420,mean,static
2,7.07,800,22.344,22.344,58,58.064,std,static
3,37.31,800,538.781,538.781,557,420,mean,static
3,14.38,800,18.11,18.11,58,58.064,std,static
4,63.19,800,553.25,553.25,557,420,mean,static
4,25.53,800,19.046,19.046,58,58.064,std,static
5,99.25,800,561.281,561.281,557,420,mean,static
5,42.63,800,20.049,20.049,58,58.064,std,static
6,139.47,800,560.812,560.812,557,420,mean,static
6,54.46,800,22.055,22.055,58,58.064,std,static
7,179.38,800,554.688,554.688,557,420,mean,static
7,62.6,800,19.687,19.687,58,58.064,std,static
8,211.16,800,554.594,554.594,557,420,mean,static
8,61.97,800,26.449,26.449,58,58.064,std,static
9,233.78,800,549.562,549.562,557,420,mean,static
9,58.12,800,31.197,31.197,58,58.064,std,static
10,245.38,800,538.969,538.969,557,420,mean,static
10,52.96,800,26.859,26.859,58,58.064,std,static
11,245.84,800,536.375,536.375,557,420,mean,static
11,42.99,800,32.61,32.61,58,58.064,std,static
12,241.81,800,527.406,527.406,557,420,mean,static
12,34.94,800,35.335,35.335,58,58.064,std,static
13,230.81,800,522.281,522.281,557,420,mean,static
13,25.91,800,36.753,36.753,58,58.064,std,static
14,216.16,800,515.875,515.875,557,420,mean,static
14,21.51,800,39.501,39.501,58,58.064,std,static
15,198.53,800,516.719,516.719,557,420,mean,static
15,16.69,800,41.698,41.698,58,58.064,std,static
16,183.44,800,504.094,504.094,557,420,mean,static
16,14.86,800,39.792,39.792,58,58.064,std,static
17,166.91,800,501.094,501.094,557,420,mean,static
17,14.85,800,43.523,43.523,58,58.064,std,static
18,150.03,800,505.094,505.094,557,420,mean,static
18,14.96,800,44.307,44.307,58,58.064,std,static
19,135.34,800,501.688,501.688,557,420,mean,static
19,14.58,800,42.579,42.579,58,58.064,std,static
20,118.81,800,497.5,497.5,557,420,mean,static
20,13.76,800,45.453,45.453,58,58.064,std,static
21,104.88,800,496.469,496.469,557,420,mean,static
21,13.35,800,43.372,43.372,58,58.064,std,static
22,92.5,800,490.531,490.531,557,420,mean,static
22,12.5,800,48.087,48.087,58,58.064,std,static
23,81.19,800,491.062,491.062,557,420,mean,static
23,11.16,800,47.29,47.29,58,58.064,std,static
24,71.5,800,490.625,490.625,557,420,mean,static
24,10.77,800,49.275,49.275,58,58.064,std,static
25,62.69,800,489.562,489.562,557,420,mean,static
25,10.13,800,48.016,48.016,58,58.064,std,static
26,54.66,800,485.844,485.844,557,420,mean,static
26,9.69,800,45.809,45.809,58,58.064,std,static
27,47.56,800,486.875,486.875,557,420,mean,static
27,9.04,800,49.949,49.949,58,58.064,std,static
28,40.81,800,483.062,483.062,557,420,mean,static
28,8.7,800,50.448,50.448,58,58.064,std,static
29,35.25,800,483.625,483.625,557,420,mean,static
29,7.41,800,47.485,47.485,58,58.064,std,static
30,30.66,800,481.375,481.375,557,420,mean,static
30,6.98,800,48.18,48.18,58,58.064,std,static
31,26.81,800,480.281,480.281,557,420,mean,static
31,6.6,800,46.984,46.984,58,58.064,std,static
32,23.38,800,477.312,477.312,557,420,mean,static
32,6.25,800,50.028,50.028,58,58.064,std,static
33,19.56,800,476.031,476.031,557,420,mean,static
33,5.33,800,48.805,48.805,58,58.064,std,static
34,16.81,800,474.344,474.344,557,420,mean,static
34,5.1,800,48.872,48.872,58,58.064,std,static
35,14.44,800,473.5,473.5,557,420,mean,static
35,4.45,800,50.015,50.015,58,58.064,std,static
36,11.91,800,473.531,473.531,557,420,mean,static
36,4.0,800,49.036,49.036,58,58.064,std,static
37,10.22,800,471.062,471.062,557,420,mean,static
37,3.85,800,50.8,50.8,58,58.064,std,static
38,8.94,800,470.531,470.531,557,420,mean,static
38,3.65,800,52.135,52.135,58,58.064,std,static
39,7.59,800,471.781,471.781,557,420,mean,static
39,3.57,800,50.889,50.889,58,58.064,std,static
40,6.84,800,468.844,468.844,557,420,mean,static
40,3.22,800,52.263,52.263,58,58.064,std,static
41,5.72,800,469.531,469.531,557,420,mean,static
41,2.95,800,53.423,53.423,58,58.064,std,static
0,5.0,800,0.0,0.0,535,450,mean,dynamic
0,0.0,800,0.0,0.0,47,44.521,std,dynamic
1,7.88,800,214.625,214.625,535,450,mean,dynamic
1,2.38,800,25.32,25.32,47,44.521,std,dynamic
2,13.47,800,276.469,276.469,535,450,mean,dynamic
2,5.14,800,24.053,24.053,47,44.521,std,dynamic
3,23.38,800,319.125,319.125,535,450,mean,dynamic
3,10.15,800,18.76,18.76,47,44.521,std,dynamic
4,38.94,800,332.875,332.875,535,450,mean,dynamic
4,17.86,800,21.31,21.31,47,44.521,std,dynamic
5,68.81,800,343.812,343.812,535,450,mean,dynamic
5,29.99,800,19.733,19.733,47,44.521,std,dynamic
6,102.91,800,351.594,351.594,535,450,mean,dynamic
6,41.06,800,23.204,23.204,47,44.521,std,dynamic
7,140.56,800,351.469,351.469,535,450,mean,dynamic
7,49.02,800,26.281,26.281,47,44.521,std,dynamic
8,176.06,800,348.875,348.875,535,450,mean,dynamic
8,50.53,800,21.124,21.124,47,44.521,std,dynamic
9,209.12,800,346.469,346.469,535,450,mean,dynamic
9,49.38,800,18.4,18.4,47,44.521,std,dynamic
10,233.06,800,346.969,346.969,535,450,mean,dynamic
10,44.81,800,19.587,19.587,47,44.521,std,dynamic
11,239.78,800,345.438,345.438,535,450,mean,dynamic
11,37.05,800,23.222,23.222,47,44.521,std,dynamic
12,240.94,800,345.5,345.5,535,450,mean,dynamic
12,28.57,800,23.718,23.718,47,44.521,std,dynamic
13,232.53,800,349.281,349.281,535,450,mean,dynamic
13,22.76,800,22.672,22.672,47,44.521,std,dynamic
14,219.22,800,347.031,347.031,535,450,mean,dynamic
14,19.35,800,26.285,26.285,47,44.521,std,dynamic
15,203.34,800,345.281,345.281,535,450,mean,dynamic
15,14.94,800,27.325,27.325,47,44.521,std,dynamic
16,187.72,800,347.594,347.594,535,450,mean,dynamic
16,12.06,800,26.981,26.981,47,44.521,std,dynamic
17,172.47,800,354.375,354.375,535,450,mean,dynamic
17,11.42,800,27.123,27.123,47,44.521,std,dynamic
18,156.34,800,346.5,346.5,535,450,mean,dynamic
18,11.58,800,27.979,27.979,47,44.521,std,dynamic
19,138.38,800,347.625,347.625,535,450,mean,dynamic
19,10.39,800,29.495,29.495,47,44.521,std,dynamic
20,123.09,800,350.969,350.969,535,450,mean,dynamic
20,10.04,800,26.265,26.265,47,44.521,std,dynamic
21,108.62,800,353.344,353.344,535,450,mean,dynamic
21,9.63,800,29.506,29.506,47,44.521,std,dynamic
22,95.03,800,352.0,352.0,535,450,mean,dynamic
22,10.45,800,31.86,31.86,47,44.521,std,dynamic
23,83.59,800,354.531,354.531,535,450,mean,dynamic
23,10.05,800,32.769,32.769,47,44.521,std,dynamic
24,73.84,800,358.438,358.438,535,450,mean,dynamic
24,9.61,800,30.618,30.618,47,44.521,std,dynamic
25,64.69,800,353.062,353.062,535,450,mean,dynamic
25,8.88,800,31.894,31.894,47,44.521,std,dynamic
26,55.47,800,355.875,355.875,535,450,mean,dynamic
26,8.25,800,29.35,29.35,47,44.521,std,dynamic
27,48.44,800,357.781,357.781,535,450,mean,dynamic
27,7.62,800,31.846,31.846,47,44.521,std,dynamic
28,42.12,800,359.312,359.312,535,450,mean,dynamic
28,7.18,800,34.759,34.759,47,44.521,std,dynamic
29,35.88,800,359.312,359.312,535,450,mean,dynamic
29,6.48,800,36.925,36.925,47,44.521,std,dynamic
30,31.12,800,359.969,359.969,535,450,mean,dynamic
30,6.21,800,31.53,31.53,47,44.521,std,dynamic
31,26.91,800,364.406,364.406,535,450,mean,dynamic
31,4.73,800,38.534,38.534,47,44.521,std,dynamic
32,23.41,800,361.781,361.781,535,450,mean,dynamic
32,4.25,800,40.211,40.211,47,44.521,std,dynamic
33,20.03,800,363.375,363.375,535,450,mean,dynamic
33,3.95,800,35.568,35.568,47,44.521,std,dynamic
34,17.19,800,364.156,364.156,535,450,mean,dynamic
34,3.92,800,35.856,35.856,47,44.521,std,dynamic
35,15.19,800,366.781,366.781,535,450,mean,dynamic
35,3.56,800,34.689,34.689,47,44.521,std,dynamic
36,13.38,800,364.75,364.75,535,450,mean,dynamic
36,3.13,800,35.037,35.037,47,44.521,std,dynamic
37,10.81,800,361.094,361.094,535,450,mean,dynamic
37,2.58,800,34.433,34.433,47,44.521,std,dynamic
38,9.31,800,365.031,365.031,535,450,mean,dynamic
38,2.52,800,35.869,35.869,47,44.521,std,dynamic
39,7.91,800,364.312,364.312,535,450,mean,dynamic
39,2.5,800,35.667,35.667,47,44.521,std,dynamic
40,7.0,800,364.281,364.281,535,450,mean,dynamic
40,2.57,800,38.393,38.393,47,44.521,std,dynamic
41,5.81,800,363.75,363.75,535,450,mean,dynamic
41,2.31,800,38.109,38.109,47,44.521,std,dynamic
42,5.16,800,365.844,365.844,535,450,mean,dynamic
42,2.24,800,38.243,38.243,47,44.521,std,dynamic
43,4.38,800,365.406,365.406,535,450,mean,dynamic
43,1.83,800,39.008,39.008,47,44.521,std,dynamic
0,5.0,900,0.0,0.0,600,379,mean,static
0,0.0,900,0.0,0.0,49,47.318,std,static
1,9.19,900,326.125,326.125,600,379,mean,static
1,1.94,900,26.822,26.822,49,47.318,std,static
2,21.47,900,462.938,462.938,600,379,mean,static
2,6.82,900,23.724,23.724,49,47.318,std,static
3,40.56,900,528.625,528.625,600,379,mean,static
3,14.22,900,25.236,25.236,49,47.318,std,static
4,69.94,900,561.062,561.062,600,379,mean,static
4,24.75,900,17.396,17.396,49,47.318,std,static
5,107.78,900,573.844,573.844,600,379,mean,static
5,38.51,900,14.502,14.502,49,47.318,std,static
6,152.78,900,578.062,578.062,600,379,mean,static
6,49.43,900,19.653,19.653,49,47.318,std,static
7,202.53,900,576.062,576.062,600,379,mean,static
7,60.51,900,19.138,19.138,49,47.318,std,static
8,240.16,900,573.844,573.844,600,379,mean,static
8,59.52,900,19.266,19.266,49,47.318,std,static
9,260.34,900,567.969,567.969,600,379,mean,static
9,55.34,900,20.687,20.687,49,47.318,std,static
10,270.81,900,564.0,564.0,600,379,mean,static
10,45.31,900,28.358,28.358,49,47.318,std,static
11,270.28,900,557.5,557.5,600,379,mean,static
11,37.13,900,26.187,26.187,49,47.318,std,static
12,263.47,900,552.156,552.156,600,379,mean,static
12,29.85,900,28.872,28.872,49,47.318,std,static
13,249.62,900,552.906,552.906,600,379,mean,static
13,22.55,900,31.4,31.4,49,47.318,std,static
14,234.69,900,549.125,549.125,600,379,mean,static
14,17.3,900,32.638,32.638,49,47.318,std,static
15,215.22,900,546.25,546.25,600,379,mean,static
15,13.97,900,29.079,29.079,49,47.318,std,static
16,195.84,900,538.969,538.969,600,379,mean,static
16,14.58,900,25.309,25.309,49,47.318,std,static
17,175.03,900,539.406,539.406,600,379,mean,static
17,14.63,900,36.853,36.853,49,47.318,std,static
18,156.5,900,542.125,542.125,600,379,mean,static
18,13.18,900,39.099,39.099,49,47.318,std,static
19,138.88,900,537.125,537.125,600,379,mean,static
19,12.41,900,32.276,32.276,49,47.318,std,static
20,123.25,900,537.719,537.719,600,379,mean,static
20,13.38,900,36.504,36.504,49,47.318,std,static
21,108.16,900,535.469,535.469,600,379,mean,static
21,13.87,900,35.676,35.676,49,47.318,std,static
22,96.72,900,531.438,531.438,600,379,mean,static
22,13.49,900,36.901,36.901,49,47.318,std,static
23,85.91,900,530.438,530.438,600,379,mean,static
23,12.64,900,39.79,39.79,49,47.318,std,static
24,75.69,900,530.781,530.781,600,379,mean,static
24,11.81,900,38.406,38.406,49,47.318,std,static
25,66.47,900,528.094,528.094,600,379,mean,static
25,10.79,900,38.963,38.963,49,47.318,std,static
26,58.56,900,527.906,527.906,600,379,mean,static
26,9.11,900,38.962,38.962,49,47.318,std,static
27,50.94,900,526.156,526.156,600,379,mean,static
27,8.5,900,37.974,37.974,49,47.318,std,static
28,45.22,900,527.156,527.156,600,379,mean,static
28,8.28,900,40.902,40.902,49,47.318,std,static
29,40.25,900,527.062,527.062,600,379,mean,static
29,7.46,900,41.794,41.794,49,47.318,std,static
30,34.94,900,525.844,525.844,600,379,mean,static
30,7.48,900,40.67,40.67,49,47.318,std,static
31,30.5,900,521.844,521.844,600,379,mean,static
31,7.17,900,40.83,40.83,49,47.318,std,static
32,26.72,900,519.5,519.5,600,379,mean,static
32,6.28,900,38.051,38.051,49,47.318,std,static
33,22.84,900,518.094,518.094,600,379,mean,static
33,5.92,900,41.016,41.016,49,47.318,std,static
34,19.81,900,517.375,517.375,600,379,mean,static
34,5.62,900,41.096,41.096,49,47.318,std,static
35,17.12,900,515.562,515.562,600,379,mean,static
35,4.73,900,40.676,40.676,49,47.318,std,static
36,14.5,900,514.938,514.938,600,379,mean,static
36,4.07,900,42.053,42.053,49,47.318,std,static
37,12.22,900,513.906,513.906,600,379,mean,static
37,3.6,900,40.383,40.383,49,47.318,std,static
38,10.56,900,512.75,512.75,600,379,mean,static
38,3.54,900,41.412,41.412,49,47.318,std,static
39,9.19,900,512.469,512.469,600,379,mean,static
39,3.26,900,42.941,42.941,49,47.318,std,static
40,8.09,900,512.75,512.75,600,379,mean,static
40,2.91,900,43.337,43.337,49,47.318,std,static
41,6.91,900,512.938,512.938,600,379,mean,static
41,2.45,900,41.583,41.583,49,47.318,std,static
42,5.75,900,513.688,513.688,600,379,mean,static
42,2.09,900,42.083,42.083,49,47.318,std,static
43,4.91,900,509.406,509.406,600,379,mean,static
43,2.13,900,40.334,40.334,49,47.318,std,static
44,4.25,900,512.281,512.281,600,379,mean,static
44,1.97,900,41.596,41.596,49,47.318,std,static
45,3.78,900,506.906,506.906,600,379,mean,static
45,1.75,900,38.502,38.502,49,47.318,std,static
0,5.0,900,0.0,0.0,579,405,mean,dynamic
0,0.0,900,0.0,0.0,45,44.058,std,dynamic
1,8.59,900,204.906,204.906,579,405,mean,dynamic
1,1.97,900,25.662,25.662,45,44.058,std,dynamic
2,16.59,900,262.594,262.594,579,405,mean,dynamic
2,7.85,900,22.754,22.754,45,44.058,std,dynamic
3,27.78,900,307.031,307.031,579,405,mean,dynamic
3,15.47,900,25.423,25.423,45,44.058,std,dynamic
4,46.19,900,327.719,327.719,579,405,mean,dynamic
4,23.9,900,25.747,25.747,45,44.058,std,dynamic
5,80.25,900,336.438,336.438,579,405,mean,dynamic
5,35.42,900,18.735,18.735,45,44.058,std,dynamic
6,120.88,900,346.781,346.781,579,405,mean,dynamic
6,49.65,900,23.252,23.252,45,44.058,std,dynamic
7,162.75,900,349.0,349.0,579,405,mean,dynamic
7,58.1,900,16.415,16.415,45,44.058,std,dynamic
8,203.59,900,350.094,350.094,579,405,mean,dynamic
8,60.7,900,17.372,17.372,45,44.058,std,dynamic
9,236.0,900,354.656,354.656,579,405,mean,dynamic
9,56.14,900,19.448,19.448,45,44.058,std,dynamic
10,256.59,900,354.938,354.938,579,405,mean,dynamic
10,50.57,900,19.642,19.642,45,44.058,std,dynamic
11,262.06,900,355.812,355.812,579,405,mean,dynamic
11,41.82,900,19.197,19.197,45,44.058,std,dynamic
12,260.72,900,360.25,360.25,579,405,mean,dynamic
12,32.69,900,19.255,19.255,45,44.058,std,dynamic
13,248.62,900,365.469,365.469,579,405,mean,dynamic
13,25.82,900,19.964,19.964,45,44.058,std,dynamic
14,234.03,900,366.5,366.5,579,405,mean,dynamic
14,19.63,900,22.457,22.457,45,44.058,std,dynamic
15,217.94,900,367.594,367.594,579,405,mean,dynamic
15,17.08,900,27.512,27.512,45,44.058,std,dynamic
16,199.44,900,369.344,369.344,579,405,mean,dynamic
16,17.53,900,26.418,26.418,45,44.058,std,dynamic
17,179.88,900,369.875,369.875,579,405,mean,dynamic
17,17.7,900,27.497,27.497,45,44.058,std,dynamic
18,161.59,900,378.906,378.906,579,405,mean,dynamic
18,17.28,900,30.753,30.753,45,44.058,std,dynamic
19,144.69,900,375.219,375.219,579,405,mean,dynamic
19,16.74,900,29.34,29.34,45,44.058,std,dynamic
20,128.94,900,378.438,378.438,579,405,mean,dynamic
20,16.14,900,31.483,31.483,45,44.058,std,dynamic
21,112.72,900,381.219,381.219,579,405,mean,dynamic
21,14.95,900,30.144,30.144,45,44.058,std,dynamic
22,98.53,900,382.75,382.75,579,405,mean,dynamic
22,15.95,900,31.116,31.116,45,44.058,std,dynamic
23,86.09,900,384.531,384.531,579,405,mean,dynamic
23,15.34,900,31.192,31.192,45,44.058,std,dynamic
24,74.03,900,389.938,389.938,579,405,mean,dynamic
24,14.06,900,30.797,30.797,45,44.058,std,dynamic
25,64.34,900,388.781,388.781,579,405,mean,dynamic
25,13.07,900,29.803,29.803,45,44.058,std,dynamic
26,55.75,900,391.469,391.469,579,405,mean,dynamic
26,11.68,900,30.026,30.026,45,44.058,std,dynamic
27,47.62,900,389.438,389.438,579,405,mean,dynamic
27,10.5,900,30.525,30.525,45,44.058,std,dynamic
28,41.0,900,387.25,387.25,579,405,mean,dynamic
28,9.44,900,35.387,35.387,45,44.058,std,dynamic
29,35.38,900,393.875,393.875,579,405,mean,dynamic
29,8.89,900,37.634,37.634,45,44.058,std,dynamic
30,30.62,900,391.406,391.406,579,405,mean,dynamic
30,8.09,900,32.429,32.429,45,44.058,std,dynamic
31,26.69,900,396.562,396.562,579,405,mean,dynamic
31,7.7,900,35.468,35.468,45,44.058,std,dynamic
32,23.12,900,398.094,398.094,579,405,mean,dynamic
32,6.84,900,35.774,35.774,45,44.058,std,dynamic
33,20.22,900,395.781,395.781,579,405,mean,dynamic
33,6.43,900,37.986,37.986,45,44.058,std,dynamic
34,17.19,900,399.625,399.625,579,405,mean,dynamic
34,5.63,900,36.442,36.442,45,44.058,std,dynamic
35,14.88,900,402.0,402.0,579,405,mean,dynamic
35,5.05,900,37.943,37.943,45,44.058,std,dynamic
36,12.53,900,398.5,398.5,579,405,mean,dynamic
36,4.53,900,38.565,38.565,45,44.058,std,dynamic
37,10.53,900,401.438,401.438,579,405,mean,dynamic
37,4.14,900,37.736,37.736,45,44.058,std,dynamic
38,9.19,900,398.094,398.094,579,405,mean,dynamic
38,4.08,900,42.112,42.112,45,44.058,std,dynamic
39,8.06,900,401.562,401.562,579,405,mean,dynamic
39,3.62,900,35.429,35.429,45,44.058,std,dynamic
40,6.94,900,402.594,402.594,579,405,mean,dynamic
40,3.58,900,43.763,43.763,45,44.058,std,dynamic
41,6.22,900,403.031,403.031,579,405,mean,dynamic
41,2.99,900,40.779,40.779,45,44.058,std,dynamic
42,5.38,900,401.125,401.125,579,405,mean,dynamic
42,2.5,900,41.122,41.122,45,44.058,std,dynamic
43,4.69,900,400.188,400.188,579,405,mean,dynamic
43,2.23,900,39.813,39.813,45,44.058,std,dynamic
44,4.19,900,402.219,402.219,579,405,mean,dynamic
44,2.02,900,40.179,40.179,45,44.058,std,dynamic
45,3.28,900,400.906,400.906,579,405,mean,dynamic
45,1.94,900,39.825,39.825,45,44.058,std,dynamic
